database_name,query,difficulty,uuid
sakila,"Выявить клиентов, у которых в каждом месяце 2005 года сумма платежей превышала их собственную среднюю месячную сумму за год более чем в 2 раза и одновременно входила в топ-5% по сумме среди клиентов того же магазина, показав клиента, магазин, город и страну его адреса, месяц, сумму и количество платежей, отклонение от личного среднего, ранг внутри магазина за месяц и последнего сотрудника, принявшего платеж в этом месяце.",hard,60ef9dca-2132-4f1a-baa6-609198cd3efe
sakila,"Сформировать отчёт для банковского мониторинга подозрительных клиентских транзакций: по каждому клиенту и календарному месяцу платежей выявить случаи, когда месячная сумма и количество платежей более чем в два раза превышают средние значения этого клиента за предыдущие три месяца, при этом в течение хотя бы одного дня было совершено не менее пяти платежей, дневная сумма клиента превысила 90-й перцентиль дневных сумм по клиентам из той же страны, а платежи за месяц проводились через более чем одного сотрудника или магазин; в результат включить клиента, страну, месяц, сумму и число платежей, максимальную дневную сумму, отклонение от исторического среднего и список задействованных сотрудников.",hard,fe9c5ddd-c11a-4688-a6b6-efa38d852433
sakila,"Сформировать список клиентов для банковского AML-мониторинга, у которых за любой календарный день сумма платежей была как минимум в 3 раза выше их собственной средней дневной суммы за предыдущие 30 дней и одновременно входила в верхние 5% дневных сумм среди клиентов той же страны; для каждого такого клиента вывести ФИО, email, город и страну, дату аномалии, сумму и количество платежей за день, долю платежей через каждого сотрудника, ранг аномального дня по сумме внутри клиента и последний предыдущий день с сопоставимой активностью.",hard,609645f6-8042-485f-8aaa-dd363c6b3ac8
sakila,"Найти клиентов, у которых в течение любого календарного месяца сумма платежей превышала среднюю месячную сумму по клиентам той же страны более чем в 3 раза, при этом было не менее 5 платежей, обработанных разными сотрудниками, и хотя бы один платеж совершён менее чем через 30 минут после предыдущего платежа этого же клиента; для таких клиентов вывести имя, фамилию, страну и город, месяц, общую сумму и количество платежей, число сотрудников, максимальный интервал аномального сближения платежей и ранг клиента по месячной сумме внутри страны.",hard,6c6d31ac-f172-4240-857c-b2e3c001c87b
sakila,"Сформировать список клиентов, потенциально требующих проверки в рамках банковского мониторинга транзакций: для каждого клиента по месяцам рассчитать сумму и количество платежей, сравнить их с его скользящим средним за предыдущие 3 месяца и со средними показателями клиентов из той же страны, выявить месяцы, где сумма платежей превышает личную норму более чем в 3 раза или входит в верхние 5% по стране, дополнительно отметить случаи нескольких платежей в течение одного дня через разных сотрудников или магазины, а в результат вывести клиента, страну и город, месяц, сумму платежей, количество платежей, отклонение от личного среднего, отклонение от среднего по стране и признак подозрительного сценария.",hard,bba8eea9-8531-41d7-b019-e177aca429a1
sakila,"Выявить клиентов, у которых в любой календарный день сумма платежей была как минимум в 3 раза выше их среднего дневного оборота за предыдущие 30 дней и одновременно было не менее 3 платежей, проведённых разными сотрудниками или через разные магазины; для таких дней вывести клиента, город и страну его адреса, дату, количество и сумму платежей, максимальный платёж, долю платежей за аренды фильмов с рейтингом R или NC-17, а также ранг этого дня по сумме платежей внутри страны клиента.",hard,39f961de-ddcc-4b8b-a3dd-82d7a40901e1
sakila,"Выявить клиентов, у которых в течение любого скользящего 24-часового окна сумма платежей превышала их средний дневной объём за предыдущие 30 дней более чем в 3 раза, при этом операции проводились через сотрудников разных магазинов и хотя бы один платёж был совершен в городе или стране, отличающейся от адреса клиента; для каждого такого клиента вывести ФИО, страну и город проживания, количество подозрительных платежей, общую сумму, число задействованных сотрудников и магазинов, время первой и последней операции в окне, а также ранг клиента по сумме подозрительных платежей внутри его страны.",hard,7c29460d-fb39-4f38-bd8f-4adbc623e2e3
sakila,"Выявить клиентов, у которых в течение любого скользящего 7-дневного периода сумма платежей по арендам превышала их собственную среднемесячную сумму платежей более чем в 3 раза, при этом платежи проводились через сотрудников разных магазинов и включали не менее двух разных стран проживания клиентов, связанных с адресами магазинов; для каждого такого клиента вывести период всплеска, общую сумму, количество платежей, число задействованных сотрудников и магазинов, ранг клиента по сумме всплеска среди всех подозрительных клиентов и отклонение от его исторического среднего уровня платежной активности.",hard,27b5a3b4-4dde-47f9-bb46-f4924da16fc4
sakila,"Выявить клиентов, у которых в течение любого 7-дневного окна сумма платежей превышала их собственную среднемесячную сумму платежей за весь период минимум в 3 раза, при этом платежи проводились через сотрудников разных магазинов и включали не менее 5 разных аренд; для каждого такого клиента вывести ФИО, email, страну и город, даты начала и конца подозрительного окна, сумму и количество платежей в окне, число задействованных сотрудников и магазинов, а также ранг клиента по сумме подозрительных платежей внутри его страны.",hard,89511e9f-9737-432b-aacc-5032d7c6ba9f
sakila,"Выявить клиентов, у которых в течение одного календарного дня было не менее трёх платежей, проведённых через разных сотрудников или магазины, при этом суммарная дневная сумма превышала в два раза средний дневной объём платежей этого клиента за предыдущие 30 дней и была выше 95-го перцентиля дневных сумм по клиентам из той же страны; для таких случаев вывести клиента, страну и город адреса, дату, количество платежей, сумму за день, список сотрудников, отклонение от личного среднего и ранг подозрительности внутри страны.",hard,161a1957-09ae-48b2-8b71-c53731d2f91b
sakila,"Выявить клиентов, у которых в течение любого календарного месяца сумма платежей превышала их собственную среднюю месячную сумму за предыдущие месяцы более чем в 3 раза и одновременно была выше 95-го перцентиля месячных сумм по всем клиентам того же магазина; для таких случаев показать клиента, магазин, город и страну магазина, месяц, сумму и количество платежей, долю платежей, проведённых каждым сотрудником, количество разных арендованных фильмов, а также ранг клиента по месячной сумме внутри магазина, учитывая только платежи с привязанной арендой и исключая клиентов без истории минимум за два предыдущих месяца.",hard,280de7aa-f740-4313-b26c-51a41e014a62
sakila,"Найти клиентов, у которых в течение одного календарного дня сумма платежей была как минимум в 3 раза выше их средней дневной суммы за предыдущие 30 дней, при этом платежи проводились через разных сотрудников или магазины, и вывести клиента, страну и город его адреса, дату подозрительной активности, сумму платежей за день, количество платежей, число задействованных сотрудников, среднюю дневную сумму за предыдущие 30 дней и ранг подозрительности среди всех таких клиентов по превышению над историческим уровнем.",hard,62362b67-fb2a-42b1-9bbb-08d862360577
sakila,"Выявить клиентов, у которых в каждом месяце 2005 года сумма платежей за аренду фильмов превышала их собственную среднюю месячную сумму за предыдущие два месяца минимум в 2 раза, при этом было не менее 3 платежей в месяце, а общая сумма таких подозрительных месячных платежей входила в топ-10% среди клиентов того же магазина; для каждого такого клиента вывести магазин, город и страну клиента, месяц, сумму и количество платежей, отклонение от скользящего среднего, ранг внутри магазина и данные сотрудника, принявшего наибольшую сумму платежей клиента в этот месяц.",hard,3cf8b997-4630-47be-b8a9-d0a7ed8643b4
sakila,"Выявить клиентов, у которых в каждом месяце 2005 года сумма платежей за аренды превышала их собственную среднюю месячную сумму за предыдущие месяцы минимум в 2 раза, при этом было не менее 5 платежей в месяце, платежи проводились через разных сотрудников или магазины, и вывести по каждому такому клиенту месяц, страну и город клиента, сумму и количество платежей, отклонение от предыдущего среднего, а также ранг клиента внутри своей страны по величине этого отклонения.",hard,423d32a9-b883-441b-ba7c-5ed0fcdbb004
sakila,"Выявить активных клиентов, у которых в течение одного календарного дня было не менее трёх платежей, проведённых через двух или более разных сотрудников, при этом дневная сумма платежей превышала как трёхкратное среднее значение дневных платежей этого клиента за предыдущие 30 дней, так и 95-й перцентиль дневных сумм по стране клиента; для каждого такого случая вывести клиента, город и страну, дату, количество платежей, общую сумму, число задействованных сотрудников и магазинов, время первой и последней операции, максимальный платёж за день и ранг подозрительности внутри страны по величине превышения над историческим средним.",hard,4ee62825-4805-4e79-b6dd-aea6768949a2
sakila,"Сформировать отчёт для мониторинга подозрительных клиентских платежей: найти клиентов, у которых в последнем доступном месяце сумма платежей превысила 95-й перцентиль по стране клиента и более чем вдвое выросла относительно их среднего месячного оборота за предыдущие три месяца, при этом было не менее 5 платежей; для каждого такого клиента показать страну и город, количество платежей, общую сумму, средний чек, долю платежей через каждого сотрудника, самую часто арендуемую категорию фильмов, ранг клиента по сумме платежей внутри страны и дату последнего платежа.",hard,acf8ddfe-2e4a-4ddb-b87b-6cdb12aa8e24
sakila,"Выявить клиентов, у которых в течение любого 7-дневного окна сумма платежей превышала их собственную среднюю недельную сумму за весь период минимум в 3 раза и одновременно входила в топ-5% по сумме среди клиентов того же города; для таких клиентов вывести идентификатор, ФИО, город, страну, даты начала и конца подозрительного окна, количество платежей, общую сумму, максимальный разовый платеж, долю платежей, проведённых через разных сотрудников, и признак наличия хотя бы одного платежа без связанной аренды.",hard,a5d126b7-6e0f-495f-a4a4-d2cdc0d72d01
sakila,"Выявить клиентов, у которых в течение любого скользящего 7-дневного периода сумма платежей превышала их собственную среднемесячную сумму платежей более чем в 3 раза и одновременно входила в верхние 5% по сумме среди клиентов того же города, с выводом клиента, города, страны, периода, количества платежей, общей суммы, отклонения от личного среднего и ранга риска.",hard,b56f2439-e2ed-4a35-abd1-89e33465adda
sakila,"Выявить клиентов с признаками аномальной платёжной активности: для каждого клиента и календарного месяца рассчитать количество платежей, общую сумму, средний чек и число разных дней с платежами, сравнить месячную сумму с предыдущим месяцем этого же клиента и со средним месячным оборотом клиентов из той же страны, оставить только случаи, где оборот вырос минимум в 3 раза или превышает страновой средний уровень более чем в 2 раза, и дополнительно вывести ранг клиента по сумме платежей внутри страны за этот месяц, данные клиента, страну, магазин и сотрудника, через которого прошла наибольшая сумма его платежей в этом месяце.",hard,39bc0273-0e5b-47b8-b569-2e8d1a2682c8
sakila,"Выявить клиентов, у которых в течение любого 7-дневного окна сумма платежей превышала их собственную среднюю недельную сумму за предыдущие 90 дней минимум в 3 раза и одновременно была выше среднего значения по клиентам из той же страны, с разбивкой по клиенту, стране, количеству платежей, сумме платежей, числу задействованных сотрудников и магазинов, а также вывести ранг клиента внутри страны по сумме таких подозрительных платежей.",hard,a25901ef-f50d-4475-8baa-bd90b32c4662
sakila,"Выявить клиентов, у которых в любой день сумма платежей превысила их среднедневную сумму за предыдущие 30 дней минимум в 3 раза и одновременно была выше 95-го перцентиля дневных сумм среди клиентов из той же страны; для каждого такого клиента вывести дату всплеска, имя и фамилию клиента, страну и город, магазин, количество платежей, дневную сумму, среднее за предыдущие 30 дней, отклонение от среднего и ранг клиента внутри страны по величине всплеска.",hard,faf551a9-a513-40b5-ab61-b7031e2ffc87
sakila,"Выявить клиентов, у которых в течение любого скользящего 7-дневного периода сумма платежей превышала их среднюю недельную сумму за предыдущие 30 дней более чем в 3 раза, при этом было не менее 5 платежей, операции проводились через сотрудников разных магазинов, а страна проживания клиента отличается от страны магазина, принявшего последний платеж; вывести клиента, страну клиента, период всплеска, сумму и количество платежей, число задействованных магазинов и дату последней операции.",hard,59f5c5ff-e182-4b73-a4d1-349e15f825cd
sakila,"Выявить клиентов, у которых в любом календарном месяце сумма платежей за аренду более чем в 3 раза превышала их среднюю месячную сумму за предыдущие месяцы, при этом было не менее 5 платежей, платежи проходили через сотрудников разных магазинов, а город или страна адреса клиента отличались от города или страны магазина, выдавшего соответствующую копию фильма; для каждого такого клиента показать месяц, общую сумму и количество платежей, долю платежей через «чужие» магазины, самый крупный платеж, ранг месяца по сумме платежей внутри клиента и список категорий фильмов, на которые пришлась основная часть расходов.",hard,894da50d-631b-4818-ab5f-b02703d2a328
sakila,"Выявить клиентов, у которых за последние 30 дней платежей сумма транзакций выросла более чем в 3 раза относительно их собственного среднего 30-дневного объёма за предыдущие месяцы, при этом не менее 40% операций были проведены через сотрудников или магазины из страны, отличной от страны адреса клиента, и хотя бы одна транзакция входила в топ-5% крупнейших платежей по своему месяцу; для каждого такого клиента вывести ФИО, email, страну клиента, количество и сумму подозрительных платежей, долю трансграничных операций, максимальный платёж, дату последней операции и ранг клиента по сумме подозрительных платежей.",hard,a622913f-4ba5-4382-93f8-06fb6811c23e
sakila,"Выявить клиентов, у которых в течение любого календарного дня 2005 года сумма платежей за аренду фильмов была как минимум в 3 раза выше их собственной средней дневной суммы за предыдущие 30 дней и одновременно выше 95-го перцентиля дневных сумм по клиентам из той же страны, указав клиента, страну, дату, количество платежей, дневную сумму, отклонение от личного среднего, последний арендованный в этот день фильм и сотрудника, принявшего крупнейший платеж за день.",hard,a9b309db-edeb-4ec9-89d0-200bb3d72974
